goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,90,GK,Liverpool,Sunderland,1,1,2025-12-03,28914,2025,755281,0.485702246427536,0,1,0,0,0.485702246427536,0
0,0,0,90,GK,Sunderland,Bournemouth,3,2,2025-11-29,28905,2025,753688,0,0,0,0,0,0.06225531920790672,0.06225531920790672
0,0,0,90,GK,Fulham,Sunderland,1,0,2025-11-22,28892,2025,752035,0.03626873716711998,0,1,0,0,0.08208616822957993,0.04581742733716965
0,0,0,90,GK,Sunderland,Arsenal,2,2,2025-11-08,28885,2025,750380,0,0,0,0,0,0.09464927017688751,0.09464927017688751
0,0,0,90,GK,Sunderland,Everton,1,1,2025-11-03,28875,2025,749587,0,0,0,0,0,0.04323133826255798,0.04323133826255798
0,0,0,90,GK,Chelsea,Sunderland,1,2,2025-10-25,28862,2025,745912,0,0,0,0,0,0,0
0,0,0,90,GK,Sunderland,Wolverhampton Wanderers,2,0,2025-10-18,28855,2025,744250,0,0,0,0,0,0,0
0,0,0,90,GK,Manchester United,Sunderland,2,0,2025-10-04,28845,2025,742444,0,0,0,0,0,0.2839544713497162,0.2839544713497162
0,0,0,90,GK,Nottingham Forest,Sunderland,0,1,2025-09-27,28834,2025,740887,0.18337297439575195,0,2,0,0,0.26571890711784363,0.08234591782093048
0,0,0,90,GK,Sunderland,Aston Villa,1,1,2025-09-21,28826,2025,739246,0,0,0,0,0,0,0
0,0,0,90,GK,Crystal Palace,Sunderland,0,0,2025-09-13,28811,2025,736948,0,0,0,0,0,0.10243286937475204,0.10243286937475204
0,0,0,90,GK,Sunderland,Brentford,2,1,2025-08-30,28801,2025,735068,0,0,0,0,0,0,0
0,0,0,90,GK,Burnley,Sunderland,2,0,2025-08-23,28791,2025,733275,0,0,0,0,0,0.31338781118392944,0.31338781118392944
0,0,0,90,GK,Sunderland,West Ham,3,0,2025-08-16,28781,2025,731784,0,0,0,0,0,0,0
