goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,2,0.10733425617218018,24,Sub,Brighton,Sunderland,0,0,2025-12-20,28940,2025,759086,0,0,0,0,0.10733425617218018,0.2232895791530609,0.11595531553030014
0,0,0,4,Sub,Sunderland,Newcastle United,1,0,2025-12-14,28936,2025,758152,0,0,0,0,0,0,0
0,1,0.019344884902238846,15,Sub,Manchester City,Sunderland,3,0,2025-12-06,28924,2025,755996,0,0,0,0,0.019344884902238846,0.019344884902238846,0
0,0,0,19,Sub,Sunderland,Bournemouth,3,2,2025-11-29,28905,2025,753701,0,0,0,0,0,0,0
