h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,id,title
h,1.44008,0.902883,0.678909,0.902883,"{'att': 250, 'def': 28}","{'att': 292, 'def': 18}",5,6,1,1,1.8562,d,2025-08-16 14:00:00,0,1,0,1,-0.223974,220,Brighton
a,2.08487,1.80116,1.3237,1.80116,"{'att': 165, 'def': 19}","{'att': 301, 'def': 17}",8,5,0,2,1.6155000000000002,l,2025-08-24 13:00:00,0,0,1,0,-0.47746,220,Brighton
h,2.20864,2.13418,1.44747,2.13418,"{'att': 319, 'def': 27}","{'att': 179, 'def': 15}",4,9,2,1,1.4209999999999998,w,2025-08-31 13:00:00,1,0,0,3,-0.6867100000000002,220,Brighton
a,0.624923,1.44187,0.624923,0.680706,"{'att': 200, 'def': 23}","{'att': 195, 'def': 18}",3,5,1,2,0.6141000000000001,l,2025-09-13 14:00:00,0,0,1,0,-0.05578300000000003,220,Brighton
h,1.40466,1.19181,1.40466,1.19181,"{'att': 287, 'def': 25}","{'att': 155, 'def': 32}",4,14,2,2,1.5372999999999999,d,2025-09-20 14:00:00,0,1,0,1,0.21284999999999998,220,Brighton
a,2.4751,2.02653,2.4751,2.02653,"{'att': 266, 'def': 29}","{'att': 162, 'def': 19}",8,4,3,1,1.7227,w,2025-09-27 14:00:00,1,0,0,3,0.4485699999999997,220,Brighton
a,1.39158,0.369404,1.39158,0.369404,"{'att': 216, 'def': 22}","{'att': 285, 'def': 21}",2,2,1,1,2.2661,d,2025-10-05 13:00:00,0,1,0,1,1.022176,220,Brighton
h,0.857104,1.28313,0.857104,1.28313,"{'att': 295, 'def': 22}","{'att': 241, 'def': 25}",8,9,2,1,0.9963000000000001,w,2025-10-18 14:00:00,1,0,0,3,-0.4260260000000001,220,Brighton
a,0.947154,1.96231,0.947154,1.96231,"{'att': 209, 'def': 33}","{'att': 391, 'def': 28}",5,9,2,4,0.6576,l,2025-10-25 16:30:00,0,0,1,0,-1.015156,220,Brighton
h,2.64127,0.35919,2.64127,0.35919,"{'att': 311, 'def': 21}","{'att': 339, 'def': 15}",7,2,3,0,2.8172,w,2025-11-01 15:00:00,1,0,0,3,2.28208,220,Brighton
a,0.637037,0.839547,0.637037,0.839547,"{'att': 210, 'def': 21}","{'att': 306, 'def': 26}",7,10,0,0,1.1541,d,2025-11-09 14:00:00,0,1,0,1,-0.20251000000000008,220,Brighton
