h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,id,title
h,1.37653,1.3304,1.37653,1.3304,"{'att': 166, 'def': 21}","{'att': 259, 'def': 23}",7,3,0,1,1.3298,l,2025-08-17 15:30:00,0,0,1,0,0.046130000000000004,89,Manchester United
a,1.54603,1.65333,0.784858,1.65333,"{'att': 196, 'def': 18}","{'att': 218, 'def': 22}",11,11,1,1,1.2692,d,2025-08-24 15:30:00,0,1,0,1,-0.868472,89,Manchester United
h,4.02237,1.32618,3.2612,1.32618,"{'att': 167, 'def': 11}","{'att': 272, 'def': 17}",8,3,3,2,2.7985,w,2025-08-30 14:00:00,1,0,0,3,1.9350200000000002,89,Manchester United
a,1.51915,1.99725,1.51915,1.99725,"{'att': 240, 'def': 26}","{'att': 269, 'def': 14}",8,8,0,3,1.0457,l,2025-09-14 15:30:00,0,0,1,0,-0.47809999999999997,89,Manchester United
h,1.34458,0.469843,1.34458,0.469843,"{'att': 337, 'def': 26}","{'att': 184, 'def': 14}",4,5,2,1,2.163,w,2025-09-20 16:30:00,1,0,0,3,0.8747370000000001,89,Manchester United
a,2.23609,2.78726,1.47492,2.78726,"{'att': 194, 'def': 16}","{'att': 293, 'def': 25}",1,6,1,3,0.9664,l,2025-09-27 11:30:00,0,0,1,0,-1.3123399999999998,89,Manchester United
h,1.9298,0.807119,1.9298,0.807119,"{'att': 234, 'def': 23}","{'att': 244, 'def': 25}",7,3,2,0,2.2545,w,2025-10-04 14:00:00,1,0,0,3,1.122681,89,Manchester United
a,2.53117,2.60972,2.53117,2.60972,"{'att': 244, 'def': 14}","{'att': 122, 'def': 16}",6,10,2,1,1.3212000000000002,w,2025-10-19 15:30:00,1,0,0,3,-0.0785499999999999,89,Manchester United
h,1.96231,0.947154,1.96231,0.947154,"{'att': 391, 'def': 28}","{'att': 209, 'def': 33}",9,5,4,2,2.1264000000000003,w,2025-10-25 16:30:00,1,0,0,3,1.015156,89,Manchester United
a,0.91622,1.55066,0.91622,1.55066,"{'att': 161, 'def': 17}","{'att': 315, 'def': 23}",5,7,2,2,0.8145,d,2025-11-01 15:00:00,0,1,0,1,-0.6344399999999999,89,Manchester United
a,0.820256,1.35532,0.820256,1.35532,"{'att': 253, 'def': 19}","{'att': 224, 'def': 29}",3,5,2,2,0.9049,d,2025-11-08 12:30:00,0,1,0,1,-0.5350640000000001,89,Manchester United
h,2.2737,0.155063,2.2737,0.155063,"{'att': 105, 'def': 22}","{'att': 258, 'def': 9}",15,2,0,1,2.7676000000000003,l,2025-11-24 20:00:00,0,0,1,0,2.1186369999999997,89,Manchester United
a,1.47768,2.13561,1.47768,1.37444,"{'att': 170, 'def': 19}","{'att': 241, 'def': 19}",1,4,2,1,0.812,w,2025-11-30 12:00:00,1,0,0,3,0.10324,89,Manchester United
h,2.27674,1.36584,2.27674,1.36584,"{'att': 135, 'def': 25}","{'att': 248, 'def': 24}",7,8,1,1,2.0681,d,2025-12-04 20:00:00,0,1,0,1,0.9109000000000003,89,Manchester United
a,4.04708,0.262147,3.28591,0.262147,"{'att': 110, 'def': 24}","{'att': 298, 'def': 37}",10,6,4,1,2.9737000000000005,w,2025-12-08 20:00:00,1,0,0,3,3.0237629999999998,89,Manchester United
h,3.21204,2.35196,3.21204,2.35196,"{'att': 109, 'def': 18}","{'att': 176, 'def': 13}",18,12,4,4,1.937,d,2025-12-15 20:00:00,0,1,0,1,0.86008,89,Manchester United
a,1.30455,1.86917,1.30455,1.86917,"{'att': 220, 'def': 38}","{'att': 265, 'def': 23}",8,1,1,2,0.8601000000000001,l,2025-12-21 16:30:00,0,0,1,0,-0.5646199999999999,89,Manchester United
h,0.940811,1.12998,0.940811,1.12998,"{'att': 297, 'def': 18}","{'att': 185, 'def': 24}",1,9,1,0,1.208,w,2025-12-26 20:00:00,1,0,0,3,-0.18916900000000003,89,Manchester United
h,1.13306,1.21784,1.13306,1.21784,"{'att': 207, 'def': 27}","{'att': 296, 'def': 17}",6,7,1,1,1.2485,d,2025-12-30 20:15:00,0,1,0,1,-0.08478000000000008,89,Manchester United
a,1.94781,0.970138,1.94781,0.970138,"{'att': 210, 'def': 20}","{'att': 309, 'def': 35}",8,11,1,1,2.1113,d,2026-01-04 12:30:00,0,1,0,1,0.9776720000000001,89,Manchester United
a,2.52488,0.31971,2.52488,0.31971,"{'att': 150, 'def': 18}","{'att': 307, 'def': 26}",13,1,2,2,2.7248,d,2026-01-07 20:15:00,0,1,0,1,2.20517,89,Manchester United
h,3.07278,0.387015,3.07278,0.387015,"{'att': 317, 'def': 20}","{'att': 138, 'def': 21}",4,11,2,0,2.8665000000000003,w,2026-01-17 12:30:00,1,0,0,3,2.685765,89,Manchester United
