h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,id,title
h,1.7555,1.32516,1.7555,0.563994,"{'att': 234, 'def': 21}","{'att': 167, 'def': 17}",6,3,3,1,1.6997,w,2025-08-17 13:00:00,1,0,0,3,1.191506,249,Nottingham Forest
a,1.32987,1.10188,1.32987,1.10188,"{'att': 197, 'def': 19}","{'att': 294, 'def': 23}",4,6,1,1,1.5392,d,2025-08-24 13:00:00,0,1,0,1,0.22799000000000014,249,Nottingham Forest
h,0.716018,2.236,0.716018,1.47483,"{'att': 256, 'def': 26}","{'att': 279, 'def': 13}",6,5,0,3,0.33340000000000003,l,2025-08-31 13:00:00,0,0,1,0,-0.758812,249,Nottingham Forest
a,0.293681,2.8817,0.293681,2.8817,"{'att': 291, 'def': 20}","{'att': 219, 'def': 20}",1,10,0,3,0.07830000000000001,l,2025-09-13 11:30:00,0,0,1,0,-2.588019,249,Nottingham Forest
a,0.830779,1.14159,0.830779,1.14159,"{'att': 191, 'def': 21}","{'att': 340, 'def': 18}",10,4,1,1,1.0473,d,2025-09-20 14:00:00,0,1,0,1,-0.31081100000000006,249,Nottingham Forest
h,1.4203,1.94154,1.4203,1.94154,"{'att': 186, 'def': 20}","{'att': 295, 'def': 10}",6,3,0,1,0.9927,l,2025-09-27 16:30:00,0,0,1,0,-0.5212400000000001,249,Nottingham Forest
a,0.337689,3.81662,0.337689,3.05545,"{'att': 232, 'def': 21}","{'att': 264, 'def': 33}",4,13,0,2,0.027200000000000002,l,2025-10-05 13:00:00,0,0,1,0,-2.717761,249,Nottingham Forest
h,2.0555,2.5583,2.0555,2.5583,"{'att': 282, 'def': 19}","{'att': 246, 'def': 29}",9,6,0,3,1.0608,l,2025-10-18 11:30:00,0,0,1,0,-0.5028000000000001,249,Nottingham Forest
a,0.305493,0.656601,0.305493,0.656601,"{'att': 235, 'def': 20}","{'att': 201, 'def': 25}",4,7,0,2,0.8847,l,2025-10-26 13:00:00,0,0,1,0,-0.351108,249,Nottingham Forest
h,1.55066,0.91622,1.55066,0.91622,"{'att': 315, 'def': 23}","{'att': 161, 'def': 17}",7,5,2,2,1.9257000000000002,d,2025-11-01 15:00:00,0,1,0,1,0.6344399999999999,249,Nottingham Forest
h,2.49097,0.419461,1.72981,0.419461,"{'att': 273, 'def': 18}","{'att': 187, 'def': 20}",4,3,3,1,2.7659,w,2025-11-09 14:00:00,1,0,0,3,1.310349,249,Nottingham Forest
a,1.19459,1.79273,1.19459,1.79273,"{'att': 301, 'def': 13}","{'att': 103, 'def': 22}",6,11,3,0,0.9379,w,2025-11-22 15:00:00,1,0,0,3,-0.5981399999999999,249,Nottingham Forest
h,0.960325,2.0572,0.960325,2.0572,"{'att': 303, 'def': 23}","{'att': 247, 'def': 25}",11,8,0,2,0.6342,l,2025-11-30 14:05:00,0,0,1,0,-1.0968749999999998,249,Nottingham Forest
a,1.12389,1.02461,1.12389,1.02461,"{'att': 255, 'def': 19}","{'att': 211, 'def': 23}",7,2,1,0,1.3606,w,2025-12-03 19:30:00,1,0,0,3,0.09928000000000003,249,Nottingham Forest
a,0.31234,1.25348,0.31234,1.25348,"{'att': 151, 'def': 26}","{'att': 245, 'def': 29}",1,9,0,3,0.49910000000000004,l,2025-12-06 15:00:00,0,0,1,0,-0.9411399999999999,249,Nottingham Forest
h,2.32658,0.380246,2.32658,0.380246,"{'att': 209, 'def': 25}","{'att': 205, 'def': 26}",1,4,3,0,2.7379,w,2025-12-14 14:00:00,1,0,0,3,1.9463339999999998,249,Nottingham Forest
a,0.486296,1.70568,0.486296,0.944508,"{'att': 304, 'def': 19}","{'att': 283, 'def': 12}",7,5,0,1,0.3848,l,2025-12-22 20:00:00,0,0,1,0,-0.458212,249,Nottingham Forest
