element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
700,11,11,4,True,2025-08-23T16:30:00Z,5,0,2,False,26,0,1,0,0,0,0,0,0,0,0,0,13,1.0,0.5,15.0,1.7,0,1,2,3,0,0.08,0.02,0.10,0.00,45,0,0,0,0
700,25,12,1,False,2025-08-31T15:30:00Z,1,0,3,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,11.0,1.1,0,0,0,0,0,0.06,0.00,0.06,0.12,45,20355,31938,26751,6396
700,31,16,0,True,2025-09-13T11:30:00Z,3,0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,16509,49572,25843,9334
700,41,13,0,True,2025-09-21T15:30:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,2281,50056,9112,6831
700,58,15,0,False,2025-09-28T15:30:00Z,1,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-1937,48126,4993,6930
700,61,19,0,True,2025-10-04T14:00:00Z,2,0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-3747,44480,2112,5859
