element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
681,9,1,1,True,2025-08-17T15:30:00Z,0,1,1,False,25,0,0,0,0,0,0,0,0,0,0,0,2,0.0,20.5,12.0,3.2,0,1,0,1,0,0.11,0.06,0.17,0.21,75,0,780071,0,0
681,17,10,1,False,2025-08-24T15:30:00Z,1,1,2,False,37,0,0,0,1,0,0,0,0,0,0,0,2,0.4,2.3,2.0,0.5,0,1,0,1,0,0.00,0.04,0.04,0.86,75,11164,966174,114770,103606
681,26,3,1,True,2025-08-30T14:00:00Z,3,2,3,False,18,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,1.1,8.0,0.3,0,0,0,0,0,0.27,0.00,0.27,0.00,75,-170928,830439,57965,228893
681,38,13,2,False,2025-09-14T15:30:00Z,3,0,4,False,79,0,0,0,3,0,0,0,0,0,0,0,6,1.0,6.8,7.0,1.5,0,1,0,1,1,0.03,0.00,0.03,2.34,74,-223858,628746,15001,238859
681,47,7,1,True,2025-09-20T16:30:00Z,2,1,5,False,45,0,0,0,0,0,0,0,0,0,0,0,2,0.2,1.3,2.0,0.4,1,0,0,1,1,0.00,0.01,0.01,0.08,73,-81182,565503,16621,97803
681,52,5,8,False,2025-09-27T11:30:00Z,3,1,6,False,90,1,0,0,3,0,0,0,0,0,0,2,33,48.0,12.7,120.0,18.1,2,1,0,3,1,0.89,0.01,0.90,2.02,73,-32523,542787,36241,68764
